place_id,nome,endereco,capital_busca,motivo_descarte,termos_busca,categorias_google,avaliacao_media,volume_avaliacoes,site_ou_rede_social,data_coleta
ChIJqaN5u0exGgcRL91c0tFi9PE,1,"R. João Mota dos Santos, 950 - Aruana, Aracaju - SE, 49001-400, Brazil",Aracaju,so_termo_baixa_precisao,ludoteca,point_of_interest;establishment,,0,,2026-09-01
ChIJwYg3S2U3jgcR9ceqDLqsrg4,100% Drinks,"R. São Pedro, 905 - Centro (Sul), Teresina - PI, 64001-260, Brazil",Teresina,so_termo_baixa_precisao,quiz bar,restaurant;point_of_interest;food;establishment,4.3,28,,2026-09-01
ChIJoYYWG-b_sgcRG6QXSiGY3xM,294 BAR & RESTAURANTE,"Av. Deodoro da Fonseca, 294 - Petrópolis, Natal - RN, 59012-600, Brazil",Natal,so_termo_baixa_precisao,quiz bar,restaurant;bar;seafood_restaurant;food;point_of_interest;establishment,4.5,2176,https://www.instagram.com/bar294/,2026-09-01
ChIJjQuJRD2xnZMRc4PT48sJtDg,77 Gastro Pub Restaurante e Lanchonete,"Av. Érico Preza, 13 - Jardim Itália, Cuiabá - MT, 78060-758, Brazil",Cuiabá,so_termo_baixa_precisao,quiz bar,restaurant;food;point_of_interest;establishment,4,309,,2026-09-01
ChIJS8UALzAxO5MRiP3eMKATJYI,A Social Bar,"R. 14 Q 13, 22 - Taquaralto V - Palmas, TO, 77001-970, Brazil",Palmas,sem_termo_chave,ludobar;quiz bar,bar;point_of_interest;establishment,5,2,,2026-09-01
ChIJlcaoZADLJJMRdeVfwonWCGQ,AGROBAR PALMAS,"Q. 103 Sul Rua SO 11 - 103 Sul, Palmas - TO, 77015-036, Brazil",Palmas,sem_termo_chave,ludobar,bar;point_of_interest;establishment,3.8,13,https://www.instagram.com/agrobar.palmas,2026-09-01
ChIJceKTqssxjgcR0-gvjNnIKQw,ALEGRIA DE BRINCAR,"Q. 206, casa 18 - Dirceu 2, Teresina - PI, 64078-150, Brazil",Teresina,so_termo_baixa_precisao,ludoteca,home_goods_store;service;store;point_of_interest;establishment,5,1,,2026-09-01
ChIJKfGDY2vhYY0RweefbOXSwhg,ARKD BAR,"R. Paraná, 640F - Santa Rita, Macapá - AP, 68901-260, Brazil",Macapá,sem_termo_chave,luderia;ludobar;quiz bar,cocktail_bar;hamburger_restaurant;bar;american_restaurant;event_venue;restaurant;food;point_of_interest;establishment,4.7,847,,2026-09-01
ChIJPct5IgBJAQcR9w9rrtalizI,Agario PATA Candy Crush - Unidade Clima Bom,"Tabuleiro do Martins, Maceió - AL, 57037-630, Brazil",Maceió,sem_termo_chave,jogos de tabuleiro;loja de jogos de tabuleiro,store;point_of_interest;establishment,,0,,2026-09-01
ChIJ0aeLBPc5jgcRSOCMeSe9lYI,Al Capone Pub Rock and Blues,"R. Visc. da Parnaíba, 1081 - Ininga, Teresina - PI, 64049-570, Brazil",Teresina,sem_termo_chave,ludobar;quiz bar,bar;point_of_interest;establishment,4.6,1007,https://alcaponepub.menudino.com/,2026-09-01
ChIJ8dcQZ7FFAQcRIpBxBkNQlK0,"Alagoana Choperia | Watering hole, Home Chopp","Rua Deputado Luiz Gonzaga Coutinho, 125 - Jatiúca, Maceió - AL, 57036-110, Brazil",Maceió,sem_termo_chave,ludobar,bar;point_of_interest;establishment,4.2,2991,https://m.facebook.com/casadechoppalagoana,2026-09-01
ChIJD8IR_iNDMpIR7pRWd6Co5JQ,Alambique bar,"Av. Rio Madeira, 3182 - Nova Esperança, Porto Velho - RO, 76823-022, Brazil",Porto Velho,sem_termo_chave,ludobar,cocktail_bar;bar_and_grill;bar;restaurant;food;point_of_interest;establishment,4.7,7,https://www.instagram.com/alambiquebarpvh?igsh=djJkdTJtaHcxdjhp,2026-09-01
ChIJeVHvPTlDMpIRKPx-_BKVNtQ,Alternative Space of Porto Velho,"Av. Gov. Jorge Teixeira, 4026 - Costa e Silva, Porto Velho - RO, 76821-096, Brazil",Porto Velho,so_termo_baixa_precisao,ludoteca,race_course;sports_activity_location;event_venue;point_of_interest;establishment,4.6,3564,https://m.facebook.com/espalternativopvh,2026-09-01
ChIJy8zlwXAGk40RDWouaz_oVoo,Americanas,"Av. Jaime Brasil, 21 - Centro, Boa Vista - RR, 69301-350, Brazil",Boa Vista,sem_termo_chave,board game bar,department_store;cell_phone_store;electronics_store;clothing_store;home_goods_store;store;point_of_interest;service;establishment,4.1,1084,https://www.americanas.com.br/nossas-lojas?utm_source=google&utm_medium=maps&utm_campaign=gmb_1089&utm_content=mn_00_00_go_pacotelocal,2026-09-01
ChIJ0UnfCd9FAQcRp1aI_6g-sjw,Amostradinho Petiscaria,"R. José Cabral Acioli, 262 - Jatiúca, Maceió - AL, 57035-677, Brazil",Maceió,sem_termo_chave,ludobar,cocktail_bar;brewery;bar;restaurant;service;point_of_interest;manufacturer;food;establishment,4.6,726,,2026-09-01
ChIJl5U9-_r_sgcRp1LRg4HczkE,Andoleta,"Midway Mall - Av. Nevaldo Rocha, 3775 - Piso 2 - Tirol, Natal - RN, 59015-900, Brazil",Natal,so_termo_baixa_precisao,ludoteca,amusement_center;point_of_interest;establishment,4.7,546,http://instagram.com/andoletabrinquedoteca,2026-09-01
ChIJPSO2b69dMpIR8BM_IXrnjxg,Anima Jump Park,"R. Abunã, 2460 - Liberdade, Porto Velho - RO, 76803-762, Brazil",Porto Velho,so_termo_baixa_precisao,ludoteca,amusement_park;point_of_interest;establishment,4.8,83,https://animajump.com.br/,2026-09-01
ChIJ4XrbM-U5jgcRzpUKkG6UZbk,Ar Livre Espaço Cultural,"Av. Mar. Castelo Branco, 39 - Cabral, Teresina - PI, 64001-685, Brazil",Teresina,sem_termo_chave,ludobar,restaurant;cocktail_bar;bar;point_of_interest;food;establishment,4.4,1050,https://linktr.ee/arlivreteresina,2026-09-01
ChIJEeYKwVSxGgcRJjl5eKTDP3o,Aracaju Boliche,"Rua Antonio Andrade, 1520 - Atalaia, Aracaju - SE, 49035-660, Brazil",Aracaju,sem_termo_chave,bar de jogos de tabuleiro;board game bar;ludobar,bowling_alley;pub;bar;sports_complex;sports_activity_location;point_of_interest;establishment,4.2,1082,https://www.instagram.com/aracajubolichebar/,2026-09-01
ChIJKR4CBMVJAQcRCWkNZFf5weI,Arcade XP AL,"Av. Menino Marcelo, 3800 - Cidade Universitária, Maceió - AL, 57073-900, Brazil",Maceió,sem_termo_chave,luderia,store;point_of_interest;establishment,,0,,2026-09-01
ChIJKQbT9TeT9gcRfqpIx081G0M,Arcadian,"R. Um, quadra B - casa 12 - Olho D'agua, São Luís - MA, 65067-351, Brazil",São Luís,sem_termo_chave,bar de jogos de tabuleiro;board game;board game café;café de jogos de tabuleiro;jogos de tabuleiro;loja de card game;loja de jogos de tabuleiro;quiz bar,point_of_interest;store;establishment,4.6,99,,2026-09-01
ChIJY5xzLO3DrAcRJ8LTQmTUTHA,Arena Park Open Mall,"R. Orlando di Cavalcanti Villar, 40 - Altiplano Cabo Branco, João Pessoa - PB, 58046-075, Brazil",João Pessoa,so_termo_baixa_precisao,ludoteca,playground;point_of_interest;establishment,4.7,98,,2026-09-01
ChIJS_Xa4hixGgcRNKbzrA5b9FI,Arena Samba Clube,"Av. Rotary - Anexo Araras - Praia Hotel, 125 - Atalaia, Aracaju - SE, 49037-550, Brazil",Aracaju,sem_termo_chave,ludobar,corporate_office;point_of_interest;establishment,4.6,23,https://linktr.ee/arenasambaclube?utm_source=linktree_profile_share&ltsid=bae41193-1100-470b-882a-ec4857114caf,2026-09-01
ChIJc3fto_3NJJMRE_Ii3_BDhHw,Ateliê infantil Rabisquê,"Q. 110 Sul Alameda 3, 29 - Arse - Plano Diretor Sul, Palmas - TO, 77020-140, Brazil",Palmas,so_termo_baixa_precisao,ludoteca,association_or_organization;point_of_interest;establishment,,0,,2026-09-01
ChIJNzS82SPdrAcRk4vxcJatGqg,Atol Music Bar,"R. Coração de Jesus, 138 - Tambaú, João Pessoa - PB, 58039-070, Brazil",João Pessoa,sem_termo_chave,ludobar,cocktail_bar;live_music_venue;bar;event_venue;point_of_interest;establishment,4.6,1030,http://www.facebook.com/atolmusicbar,2026-09-01
ChIJzU-JkzfnhpQR1EnutE6ofdY,Avenida Presidente Vargas 5557,"AV Presidente Vargas - Av. Duque de Caxias, N 834 - Vila Sobrinho, Campo Grande - MS, 79100-670, Brazil",Campo Grande,so_termo_baixa_precisao,ludoteca,point_of_interest;establishment,,0,https://www.instagram.com/brinquedotecacasadebrincar/?hl=pt-br,2026-09-01
ChIJI7SPyj7hYY0RVShAzLrI4_8,BAR DO VILA,"Av. Mendonça Furtado, 586 - Central, Macapá - AP, 68900-060, Brazil",Macapá,sem_termo_chave,ludobar;quiz bar,bar;point_of_interest;establishment,4.5,1357,https://www.bardovila.com/bio,2026-09-01
ChIJvzZITZvdrAcRkTYal-oaFNI,BK Brinkids - Shopping Pirâmide - Piso 2,"Av. Antônio Lira, 300 - Tambaú, João Pessoa - PB, 58039-050, Brazil",João Pessoa,so_termo_baixa_precisao,ludoteca,amusement_park;point_of_interest;establishment,4.3,18,,2026-09-01
ChIJM3KLAwAFk40RVLVFywEvta8,BLACK LOUNGE,"Av. Gen. Ataíde Teive, 7123 - Nova Canaã, Boa Vista - RR, 69314-382, Brazil",Boa Vista,sem_termo_chave,ludobar,bar;point_of_interest;establishment,3.9,48,,2026-09-01
ChIJLQLZ06VFAQcRnwRlxv3ZCco,Babasom Rock Bar,"R. Pres. Agostinho da Silva Neves, 19 - Poço, Maceió - AL, 57025-245, Brazil",Maceió,sem_termo_chave,ludobar;quiz bar,cocktail_bar;bar;restaurant;food;point_of_interest;establishment,4.5,446,,2026-09-01
ChIJo5gDbIXvhpQRWiROtI8nHYI,Baby Gym Campo Grande MS,"R. São Remo, 462 - Vila Vilas Boas, Campo Grande - MS, 79051-230, Brazil",Campo Grande,so_termo_baixa_precisao,ludoteca,amusement_center;point_of_interest;establishment,5,5,http://www.meubabygym.com/,2026-09-01
ChIJH0Gl3fCP9gcRu8yr8-pQI3A,Bar Box,"Dr. Jackson Kepler Lago - Ponta D'areia, São Luís - MA, Brazil",São Luís,so_termo_baixa_precisao,quiz bar,liquor_store;store;point_of_interest;establishment,4.7,12,https://instagram.com/barbox_oficial,2026-09-01
ChIJT_pXZR4Gk40RGOaKGr-1BVU,Bar Brahma,"Av. Ville Roy, 2092 - Caçari, Boa Vista - RR, 69308-055, Brazil",Boa Vista,sem_termo_chave,ludobar,bar;point_of_interest;establishment,4.5,1655,https://linktr.ee/BARDABRAHMARR,2026-09-01
ChIJB9LscRrhYY0Ri9A2rtfN0JA,Bar Cajueiro,"Av. Pres. Vargas, 2089 - Central, Macapá - AP, 68900-070, Brazil",Macapá,so_termo_baixa_precisao,quiz bar,pub;bar;point_of_interest;establishment,4.5,435,,2026-09-01
ChIJkRDxW0rhYY0RTxZqNbVbQs8,Bar Du Pedro,"Av. Antônio Coelho de Carvalho, 38 - Central, Macapá - AP, 68900-015, Brazil",Macapá,sem_termo_chave,ludobar;quiz bar,bar;point_of_interest;establishment,4.5,169,http://www.instagram.com/bardupedroap,2026-09-01
ChIJb0mkQxqP9gcR0jIUHo5rLFo,Bar Ponto de Fuga,"Av. Rui Barbosa, 61 - Centro, São Luís - MA, 65026-100, Brazil",São Luís,so_termo_baixa_precisao,quiz bar,bar;restaurant;point_of_interest;service;food;establishment,4.5,31,,2026-09-01
ChIJC5GIYQDnhpQRyje_l50N2Mk,Bar Portugal,"Av. das Bandeiras, 92 - Vila Carvalho, Campo Grande - MS, 79005-620, Brazil",Campo Grande,so_termo_baixa_precisao,quiz bar,bar;point_of_interest;establishment,4.8,43,,2026-09-01
ChIJwRnbrAOxGgcRvIBOQqkvZGo,Bar Pé Sujo,"R. Vila Cristina, 657 - São José, Aracaju - SE, 49015-000, Brazil",Aracaju,sem_termo_chave,ludobar;quiz bar,pub;bar;restaurant;point_of_interest;food;establishment,4.6,1423,http://linktr.ee/barpesujo,2026-09-01
ChIJPQudbqTdrAcR19w5OISwVmw,Bar Seu João,"R. Fernando Luiz Henriques Dos Santos, 1501 - Lj 02 - Jardim Oceania, João Pessoa - PB, 58037-050, Brazil",João Pessoa,so_termo_baixa_precisao,quiz bar,bar;restaurant;food;point_of_interest;establishment,4.2,3636,https://www.instagram.com/barseujoao?igsh=dmo1a3Zud3NuZ2Z6,2026-09-01
ChIJJWXIN0HDrAcRh8jwRf6h2JA,Bar da Clea,"Praça Abdon Milanez - Conj. Pres. Castelo Branco I, João Pessoa - PB, 58033-455, Brazil",João Pessoa,so_termo_baixa_precisao,quiz bar,bar;point_of_interest;establishment,4.6,101,,2026-09-01
ChIJm3PkBtyR9gcR6Aj7DLXys_w,Bar da Helo,"R. 3, 5 - Turu, São Luís - MA, 65052-050, Brazil",São Luís,so_termo_baixa_precisao,quiz bar,bar;point_of_interest;establishment,5,21,,2026-09-01
ChIJ9wOGxWtdMpIR9CyHzhLdK7U,Bar da Louvada - Porto Velho,"Av. Rio Madeira, 2890 - Flodoaldo Pontes Pinto, Porto Velho - RO, 76820-408, Brazil",Porto Velho,so_termo_baixa_precisao,quiz bar,brewery;cocktail_bar;liquor_store;bar;manufacturer;store;restaurant;food;point_of_interest;service;establishment,4.4,76,https://www.instagram.com/louvadaportovelho/,2026-09-01
ChIJF_rDGxCxnZMR1w8Od1JIXUQ,Bar das Águas,"Av. Hermina Torquarto da Silva - Centro Político Administrativo, Cuiabá - MT, 78048-250, Brazil",Cuiabá,sem_termo_chave,ludobar,restaurant;cocktail_bar;bar;food;point_of_interest;establishment,4.4,2478,https://www.facebook.com/pg/bardasaguas/,2026-09-01
ChIJbR7YsaDdrAcRsIF-zv_Lht8,Bar de Rock João Pessoa - After Pub,"Av. Izidro Gomes, 63 - Tambaú, João Pessoa - PB, 58039-160, Brazil",João Pessoa,sem_termo_chave,ludobar,irish_pub;pub;night_club;bar;live_music_venue;event_venue;association_or_organization;restaurant;food;point_of_interest;establishment,4.6,1080,http://www.afterpubjp.com.br/,2026-09-01
ChIJxZr4hB-Q9gcRqI2Gj9zvTXs,Bar do Bira SLZ,"Av. Edson Brandão, 659 - Cutim, São Luís - MA, 65045-380, Brazil",São Luís,so_termo_baixa_precisao,quiz bar,pub;bar;restaurant;food;point_of_interest;establishment,4.4,118,https://www.lojalocal.com/amstel/00037634305391,2026-09-01
ChIJk4_Eq2bLJJMRUmPEqJTdVMI,Bar do Bode,"Avenida LO 1 Q. 103 Sul - Plano Diretor Sul, Palmas - TO, 77015-028, Brazil",Palmas,so_termo_baixa_precisao,quiz bar,restaurant;point_of_interest;food;establishment,4.4,463,,2026-09-01
ChIJpe2BhSOynZMRyriL0sE8wPg,Bar do Edgare,"Rua Traçaia, 280 - Jardim Primavera, Cuiabá - MT, 78030-200, Brazil",Cuiabá,so_termo_baixa_precisao,quiz bar,bar;point_of_interest;establishment,4.5,645,,2026-09-01
ChIJwbktKQD_sgcRCOUJ46LthcU,Bar do Ku - Ponta Negra,"R. Praia de Camboinhas, 9124 - Conj. Ponta Negra, Natal - RN, 59092-030, Brazil",Natal,sem_termo_chave,ludobar;quiz bar,bar;point_of_interest;establishment,4.8,19,,2026-09-01
ChIJ9YyIwA05jgcRGqORn_eUcjg,Bar do Rufino,"Rua Heloneida Reinaldo, 1100 - Ininga, Teresina - PI, 64049-750, Brazil",Teresina,so_termo_baixa_precisao,quiz bar,bar;point_of_interest;establishment,4.5,218,,2026-09-01
ChIJb5ySLqfhYY0R8iLN1uFJCcU,Bar do Urso,"R. Odilardo Silva, 2300 - Trem, Macapá - AP, 68900-151, Brazil",Macapá,sem_termo_chave,ludobar;quiz bar,cocktail_bar;bar;point_of_interest;establishment,4.3,144,https://www.instagram.com/bardoursoap,2026-09-01
ChIJ25wzsUKa9gcRWmrGUObttpE,Bar do Ze,"757 - Av. Principal Jardim Amẻrica, 719 - Cidade Operária, São Luís - MA, 65058-294, Brazil",São Luís,so_termo_baixa_precisao,quiz bar,bar;point_of_interest;establishment,4.3,523,,2026-09-01
ChIJ2cIzRhqP9gcRll69ETs77nM,Bar do Zé,"R. Lúcio Mendonça, 60 - Me. Deus, São Luís - MA, 65026-030, Brazil",São Luís,so_termo_baixa_precisao,quiz bar,bar;point_of_interest;establishment,4.7,38,,2026-09-01
ChIJ_afj4h45jgcRcvD-8kClZ5k,Bar do jabes,"R. Dezenove de Novembro, 4827 - Alto Alegre, Teresina - PI, 64009-240, Brazil",Teresina,sem_termo_chave,ludobar,bar;point_of_interest;establishment,4.5,30,,2026-09-01
ChIJ4U_Zh8DohpQRV1HsCB6b5WA,BarZito,"Av. Arquiteto Rubens Gil de Camillo, 142 - Chácara Cachoeira, Campo Grande - MS, 79040-901, Brazil",Campo Grande,so_termo_baixa_precisao,quiz bar,restaurant;bar;food;point_of_interest;establishment,4.4,2394,https://www.barzitocg.com/,2026-09-01
ChIJ0anVbzQHMHsRgsyyQ8LGKM4,Bardallo's Comida & Arte,"R. Gonçalves Lêdo, 678 - Cidade Alta, Natal - RN, 59025-330, Brazil",Natal,sem_termo_chave,ludobar,restaurant;bar;food;point_of_interest;establishment,4.6,883,,2026-09-01
ChIJMxRFUN9GAQcROREhqJLRvn4,Barraca Bar Brasil,"R. da Praia, 62 - Guaxuma, Maceió - AL, 57038-750, Brazil",Maceió,sem_termo_chave,ludobar;quiz bar,bar;point_of_interest;establishment,4.2,1090,,2026-09-01
ChIJvV7fJACzGgcRswrGvH4Z3-8,Barzin,"Centro Comercial Alameda - Av. Hermes Fontes, 1568 - Luzia, Aracaju - SE, 49045-760, Brazil",Aracaju,so_termo_baixa_precisao,quiz bar,bar;point_of_interest;establishment,4,27,http://www.instagram.com/barzinaju,2026-09-01
ChIJgQnlglY1O5MR3tvcNtZBaHg,Barzinho Pmw,"05 lote - Av. Via Orla, 14 - alameda 5 e 6 Sala esquina 01 e 02 - Plano Diretor Sul, Palmas - TO, 77015-613, Brazil",Palmas,so_termo_baixa_precisao,quiz bar,cocktail_bar;bar;point_of_interest;establishment,4,27,https://www.instagram.com/barzinho405sul/,2026-09-01
ChIJzXgcbNA5jgcR4QMGXZVI9Vs,Base Mix Pub,"R. Tiradentes, 1503 - Centro (Norte), Teresina - PI, 64000-380, Brazil",Teresina,so_termo_baixa_precisao,quiz bar,bar;point_of_interest;establishment,4.6,649,https://www.instagram.com/basemixpub/,2026-09-01
ChIJ61aSEfLlhpQRLgqFxVuC08o,Basefire,"R. Antônio Luís de Freitas, 169 - Jardim Taruma, Campo Grande - MS, 79097-260, Brazil",Campo Grande,sem_termo_chave,clube de jogos de tabuleiro;jogos de tabuleiro,association_or_organization;point_of_interest;establishment,,0,https://basefire.com.br/,2026-09-01
ChIJN4eUcQBFMpIR1PQPEHy1SLg,Bee's Rocket - Pokémon Club,"R. César Guerra Peixe, 5777 - Igarapé, Porto Velho - RO, 76824-220, Brazil",Porto Velho,sem_termo_chave,bar de jogos de tabuleiro;board game bar;café de jogos de tabuleiro;loja de RPG;loja de card game;luderia;ludobar;ludoteca,store;point_of_interest;establishment,5,46,https://www.beesrocket.com/,2026-09-01
ChIJqaTupWUPk40R1Huvx3XJQKo,Bemol Pátio Roraima Shopping,"R. João de Alencar, 2181 - Lj 109 - 111 - Cauamé, Boa Vista - RR, 69311-137, Brazil",Boa Vista,sem_termo_chave,board game bar,department_store;electronics_store;home_goods_store;store;point_of_interest;service;establishment,4.5,4951,http://www.bemol.com.br/,2026-09-01
ChIJ05Qc1D5HAQcReP-gIxXnoC4,Beta Pedagógico,"R. Nilo Moraes Amorim, 41 - Antares, Maceió - AL, 57048-041, Brazil",Maceió,so_termo_baixa_precisao,ludoteca,point_of_interest;establishment,5,2,,2026-09-01
ChIJT6wGLDCM9gcRA1e9VT15c6Y,Big Joe Tabacaria Bar - Lagoa da Jansen,"R. Anturius, 1 - Jardim Renascença, São Luís - MA, 65075-450, Brazil",São Luís,sem_termo_chave,bar de jogos de tabuleiro,bar;point_of_interest;store;establishment,4.4,2117,,2026-09-01
ChIJOf1aTh7drAcR_q9rpOutdPc,Big Play Park e Festas,"Av. Antônio Lira, 300 - 2ª Andar - Tambaú, João Pessoa - PB, 58039-050, Brazil",João Pessoa,so_termo_baixa_precisao,ludoteca,amusement_park;indoor_playground;playground;amusement_center;child_care_agency;event_venue;point_of_interest;association_or_organization;service;establishment,5,63,http://www.bigplaypark.com.br/,2026-09-01
ChIJvUD2MiwEk40RRS3gHIDBlGQ,Bilhar Boa Vista,"R. Vale do Caranã, 756 - Murilo Teixeira Cidade, Boa Vista - RR, 69318-298, Brazil",Boa Vista,sem_termo_chave,ludobar,corporate_office;manufacturer;point_of_interest;service;establishment,5,17,,2026-09-01
ChIJJ-SKMwDhYY0R1QRcLa9qyzE,Billiards Bar,"R. Hamilton Silva, 2969 - Trem, Macapá - AP, 68901-140, Brazil",Macapá,sem_termo_chave,ludobar;quiz bar,bar;point_of_interest;establishment,4.4,50,,2026-09-01
ChIJLSjL_AH5sgcRElnGctq6bWY,Bimbi Play,"Al. dos Bosques, 990 - Parque do Jiqui, Parnamirim - RN, 59153-155, Brazil",Natal,so_termo_baixa_precisao,ludoteca,point_of_interest;establishment,5,182,http://www.bimbiplay.com.br/,2026-09-01
ChIJwxyORgAHk40Rzc4dvSEI_MY,Bins bar,"R. Floriano Peixoto - Centro, Boa Vista - RR, 69301-320, Brazil",Boa Vista,sem_termo_chave,ludobar,bar;point_of_interest;establishment,3.3,8,,2026-09-01
ChIJzzKoupiR9gcROQiFph9C2ro,Birosca dos Cumê,"Av. Contôrno Leste, 11 - Cohatrac III, São Luís - MA, 65054-709, Brazil",São Luís,so_termo_baixa_precisao,quiz bar,karaoke;night_club;coffee_shop;cafe;bar;food_store;food;store;point_of_interest;establishment,4.5,714,,2026-09-01
ChIJ1SLq34XDrAcRj-JYid77y5k,Birutinhas,"R. Orlando di Cavalcanti Villar, 40 - Sl 01 - Altiplano Cabo Branco, João Pessoa - PB, 58046-075, Brazil",João Pessoa,so_termo_baixa_precisao,ludoteca,amusement_center;point_of_interest;establishment,5,35,https://www.instagram.com/birutinhas_oficial,2026-09-01
ChIJTYLx8_6zGgcRxg8Qd5MaBxU,Boate Fantasy,"R. Delmiro Gouvêia, 2014 - Coroa do Meio, Aracaju - SE, 49035-140, Brazil",Aracaju,sem_termo_chave,board game bar;quiz bar,night_club;bar;point_of_interest;establishment,4.5,139,http://boatefantasy.com/,2026-09-01
ChIJp-dR7yJJAQcR3Zd3n8wplxA,Boate Night Drinks - Cabaré,"R. Rosa Cruz, 6 - Santos Dumont, Maceió - AL, 57075-585, Brazil",Maceió,so_termo_baixa_precisao,quiz bar,night_club;point_of_interest;establishment,5,12,https://mechamenozap.com.br/boate-night-drinks-cabare/,2026-09-01
ChIJjyJtYo9PAQcRLo1vHfDoqFs,Bombar & Galeteria,"R. Álvaro Marinho, 728 - Prado, Maceió - AL, 57010-050, Brazil",Maceió,sem_termo_chave,ludobar,bar;point_of_interest;establishment,4.5,785,,2026-09-01
ChIJcQDBEO45jgcRaQADNJsYV9E,Bosque Meus Filhos,"Av. Raul Lopes, 2355 - Fátima, Teresina - PI, 64046-010, Brazil",Teresina,sem_termo_chave,ludobar,park;arena;event_venue;sports_club;sports_activity_location;point_of_interest;association_or_organization;establishment,4.6,628,,2026-09-01
ChIJYy1yoZNIAQcRNRKueux1Vyo,Boteco Fama,"Av. Sebastião Corrêia da Rocha, 471 - Tabuleiro do Martins, Maceió - AL, 57061-410, Brazil",Maceió,sem_termo_chave,bar de jogos de tabuleiro,pub;bar;point_of_interest;establishment,4.1,484,,2026-09-01
ChIJHbme0KezGgcRciMeiSr2Ees,Boteco To Chegando,"R. Osvaldo Tôrres, 135 - Pereira Lobo, Aracaju - SE, 49052-320, Brazil",Aracaju,sem_termo_chave,ludobar,bar;point_of_interest;establishment,4.5,401,,2026-09-01
ChIJv8fLWrpFAQcR9gefi-E5QxA,Boteco da Bola | Bar e Restaurante em Maceió,"R. Profa. Maria Esther da Costa Barros, 306 - Jatiúca, Maceió - AL, 57036-840, Brazil",Maceió,sem_termo_chave,ludobar,restaurant;bar;point_of_interest;food;establishment,4.3,1198,https://www.instagram.com/botecodabola77/,2026-09-01
ChIJhW0cNQA5jgcRr6l312_8ZoM,Boteco do Zé Original,"Rua Professor Joca Vieira, 1401 - Fátima, Teresina - PI, 64049-514, Brazil",Teresina,sem_termo_chave,ludobar;quiz bar,bar;point_of_interest;establishment,4.5,66,https://www.instagram.com/botecodozethe/,2026-09-01
ChIJS8rfcspFAQcRiEwqDU3paXo,Botequim da Poica,"R. Sen. Rui Palmeira, 34 - Ponta Verde, Maceió - AL, 57035-250, Brazil",Maceió,sem_termo_chave,bar de jogos de tabuleiro,bar;point_of_interest;establishment,4.3,1399,https://www.instagram.com/botequimdapoica/,2026-09-01
ChIJOcvSKQf_sgcRBVw9q-t-rcU,"Brincar no Quintal | Contraturno Escolar, Colônia de Férias e Festinhas","Av. Prof. João Machado, 2828 - Capim Macio, Natal - RN, 59078-340, Brazil",Natal,so_termo_baixa_precisao,ludoteca,amusement_center;point_of_interest;establishment,4.8,195,http://brincarnoquintal.com.br/,2026-09-01
ChIJN48t3aTCrAcRfy3WWkqmVqc,Brinkeduk JP,"Rua João Ramalho Leite, 466 - Castelo Branco, João Pessoa - PB, 58057-305, Brazil",João Pessoa,so_termo_baixa_precisao,ludoteca,point_of_interest;establishment,5,2,https://www.facebook.com/profile.php?id=100014416656503,2026-09-01
ChIJLf-qy3CzGgcR31u5ZNwrZ7g,Brinque Eventos,"R. Dep. Euclídes Paes Mendonça - Salgado Filho, Aracaju - SE, 49020-460, Brazil",Aracaju,so_termo_baixa_precisao,ludoteca,point_of_interest;establishment,,0,,2026-09-01
ChIJoXOYsrxFAQcR_AYapa5hV8k,BrinqueLazer,"Av. Dr. Júlio Marques Luz, 1657 - Jatiúca, Maceió - AL, 57035-700, Brazil",Maceió,sem_termo_chave,bar de jogos de tabuleiro;luderia;ludobar;ludoteca,toy_store;store;point_of_interest;establishment,4.5,21,https://www.instagram.com/brinquelazer/,2026-09-01
ChIJZW6NDQDJJJMRmA9GlMjTscw,Butiquim Beach,"Chácara angra do sol - Unnamed road - zona rural - Palmas, TO, 77000-000, Brazil",Palmas,so_termo_baixa_precisao,quiz bar,restaurant;bar;food;point_of_interest;establishment,4.2,142,,2026-09-01
ChIJYYZlpI4zO5MRoRzpx-6rwk8,CHAMPAGNE DRINK'S,"Rodovia TO 050 - Km 09 - Entre Taquaralto e - Plano Diretor Sul, Palmas - TO, Brazil",Palmas,so_termo_baixa_precisao,quiz bar,night_club;point_of_interest;establishment,4.8,12,https://gatasdepalmas.com/,2026-09-01
ChIJm7oQx7yxnZMRqjI_taeZ_Rs,COPO LIMPO BIKE BEER,"Av. dos Florais - Ribeirão do Lipa, Cuiabá - MT, 78049-414, Brazil",Cuiabá,so_termo_baixa_precisao,quiz bar,bar;restaurant;point_of_interest;food;establishment,4.4,47,,2026-09-01
ChIJeRUCidixnZMRSuu2jX1qkLw,COPO SUJO BAR,"Av. Gov. Jose Fragelli, 423 - Jardim Paulista, Cuiabá - MT, 78065-345, Brazil",Cuiabá,sem_termo_chave,ludobar;quiz bar,bar;restaurant;point_of_interest;food;establishment,4.3,1022,,2026-09-01
ChIJXw5HhL-rswcRIBxUozDlTlI,Cabaré,"R. Santa Luzia - Igapó, Natal - RN, 59104-290, Brazil",Natal,sem_termo_chave,jogos de tabuleiro,point_of_interest;association_or_organization;establishment,3.3,3,,2026-09-01
